# time density mach_number sound_speed magnetic_energy_density magnetic_field_magnitude
4.200249857702130996e+00 1.000000000006838974e+00 6.878195741754500325e-01 1.000089323349836690e+00 2.784535519600427403e-02 7.022824544073708042e-01
4.400237516263121762e+00 1.000000000004904521e+00 6.766234717197349147e-01 1.000092214366606669e+00 2.937937204284472859e-02 7.226294709917256975e-01
4.600053586102408332e+00 9.999999999944559903e-01 6.806926535740572826e-01 1.000094990360040903e+00 3.091048904406989636e-02 7.402624748059311033e-01
4.800286807729740701e+00 1.000000000006423306e+00 6.720141028489994284e-01 1.000097780846884499e+00 3.303756226231816667e-02 7.640498967713414968e-01
5.000132336818150947e+00 1.000000000000671463e+00 6.666268037873998020e-01 1.000100667231188956e+00 3.443080129921555210e-02 7.819508577004556926e-01
5.200089692168218924e+00 9.999999999908855131e-01 6.684469411513627168e-01 1.000103554238511272e+00 3.707997043846759933e-02 8.076135409182400027e-01
5.400050224066434090e+00 9.999999999957474017e-01 6.636427961979204371e-01 1.000106400487275060e+00 3.977713104437952119e-02 8.366173303946020656e-01
5.600048417594414296e+00 1.000000000005513812e+00 6.598292710128951244e-01 1.000109441096663554e+00 4.225709205796756435e-02 8.664214300403032532e-01
5.800112038118859559e+00 9.999999999997548628e-01 6.490402902966565524e-01 1.000112481130966735e+00 4.483348946290140885e-02 8.906055793344384020e-01
6.000071571253409175e+00 1.000000000005632828e+00 6.366462890987774070e-01 1.000115493217681006e+00 4.686339400994715687e-02 9.084972797002344169e-01
6.200019420423035221e+00 9.999999999944861884e-01 6.275619599189523612e-01 1.000118400404000241e+00 4.768860110023646903e-02 9.223126721467438394e-01
6.400123955895812955e+00 1.000000000009858780e+00 6.213445485798453349e-01 1.000121118262273567e+00 4.861806565757337273e-02 9.350904943875345543e-01
6.600146064090358422e+00 9.999999999977848830e-01 6.199192154602468641e-01 1.000123773635745561e+00 4.781399912640464656e-02 9.322134661414285262e-01
6.800382927327305538e+00 1.000000000000538236e+00 6.102234741388288253e-01 1.000126359403897602e+00 4.749075806066762467e-02 9.288950650848415425e-01
7.000196681875668681e+00 1.000000000001717737e+00 6.012647149792863521e-01 1.000128913117220852e+00 4.748905680630177706e-02 9.321931629158136667e-01
7.200039109958229488e+00 1.000000000013399060e+00 6.003693486739878349e-01 1.000131390760496730e+00 4.869093590608243594e-02 9.438747460220465735e-01
7.400179172436439856e+00 9.999999999943405271e-01 6.114398324381515870e-01 1.000133903821387671e+00 5.031415289988523665e-02 9.582588602907895492e-01
7.600090665494499298e+00 1.000000000001554312e+00 6.181798498001885855e-01 1.000136325725070829e+00 5.281836972437089356e-02 9.799090575183460050e-01
7.800148258601176998e+00 1.000000000004130030e+00 6.146300274721533397e-01 1.000138892464948803e+00 5.597379411969864715e-02 1.005656486166913055e+00
8.000236329261298351e+00 1.000000000008611778e+00 6.131360137075081429e-01 1.000141693515117058e+00 5.792898742090294567e-02 1.025221165136745105e+00
8.200069170138847952e+00 1.000000000007458922e+00 6.101895986507298586e-01 1.000144470801484164e+00 5.975912993965717263e-02 1.043064017470079818e+00
8.400130608889583073e+00 1.000000000000861533e+00 6.074301186119459572e-01 1.000147280371709302e+00 6.155576981119608576e-02 1.064043075518837700e+00
8.600086264940758340e+00 1.000000000002936318e+00 6.006068472857284402e-01 1.000150312275555731e+00 6.265009308056967985e-02 1.077834399843210944e+00
8.800201655264514145e+00 1.000000000004211742e+00 5.857644265522086169e-01 1.000153220408603660e+00 6.322165851391935154e-02 1.081658054606324804e+00
9.000202389294885919e+00 1.000000000002419398e+00 5.735315281969136647e-01 1.000156068125040543e+00 6.457953258427946708e-02 1.093465946209647432e+00
9.200236118722525447e+00 1.000000000002307488e+00 5.657203735740188311e-01 1.000158908359582322e+00 6.677673957140962957e-02 1.111788056660756752e+00
9.400124048864700654e+00 1.000000000011445067e+00 5.651017495043271222e-01 1.000161581566263447e+00 6.969536594756063630e-02 1.136000866065829173e+00
9.600049223966676593e+00 9.999999999962003727e-01 5.634691523191884821e-01 1.000164252900724637e+00 7.310627835549307618e-02 1.167491496970003206e+00
9.800049285487915540e+00 1.000000000011397105e+00 5.623431896456968504e-01 1.000166918526664839e+00 7.448166356032885627e-02 1.180380430179412521e+00
1.000000000000000000e+01 9.999999999856470367e-01 5.659497191481420719e-01 1.000169592172970745e+00 7.517176010484342974e-02 1.184979381890514993e+00
