# time density mach_number sound_speed magnetic_energy_density magnetic_field_magnitude
6.400117218175840783e+00 9.999999999992166266e-01 5.525667821147621783e-01 1.000112003382529702e+00 5.883271725003565850e-02 1.046349200080674446e+00
6.600040584224961648e+00 9.999999999944773066e-01 5.463797758953372607e-01 1.000114302039679881e+00 5.852401321318848049e-02 1.044246782026930997e+00
6.800119746452194747e+00 9.999999999960547115e-01 5.491926761034214843e-01 1.000116694580283072e+00 5.746629326373772773e-02 1.037464816122626976e+00
7.000099841507946508e+00 9.999999999973674392e-01 5.437494141360997846e-01 1.000118872544047965e+00 5.733208378890289336e-02 1.035386635189437632e+00
7.200345640263334346e+00 9.999999999956674657e-01 5.315002937554755835e-01 1.000120881959420727e+00 5.861786898710530380e-02 1.047683642139067617e+00
7.400196254461040901e+00 1.000000000002151168e+00 5.316719969975982618e-01 1.000122973443397401e+00 6.062455781897927581e-02 1.064720850636736493e+00
7.600218511433973312e+00 1.000000000002646772e+00 5.405043665259787744e-01 1.000125082504773832e+00 6.347927123835550578e-02 1.086972739773225394e+00
7.800023727423623932e+00 1.000000000007904788e+00 5.513465320016270876e-01 1.000127336687943291e+00 6.597162816493011561e-02 1.107541018528226173e+00
8.000060818378056382e+00 1.000000000009366730e+00 5.492281173635522595e-01 1.000129679143266781e+00 6.734562056641781036e-02 1.117720610693992978e+00
8.200112359484885260e+00 9.999999999939976902e-01 5.462349127047367858e-01 1.000132231285355999e+00 6.700569082343259264e-02 1.112398335213531375e+00
8.400223906482917613e+00 1.000000000009439560e+00 5.402346037441468907e-01 1.000134789031700278e+00 6.906935955808297944e-02 1.133253750224547218e+00
8.600315328570113493e+00 1.000000000001127987e+00 5.348356345726803518e-01 1.000137410487764278e+00 6.967009688481506924e-02 1.139817179403354919e+00
8.800396842148673571e+00 9.999999999919246818e-01 5.415640584713488082e-01 1.000139859060653391e+00 6.847403287081191281e-02 1.131412771713363519e+00
9.000204653768783203e+00 9.999999999955253571e-01 5.348421455246165079e-01 1.000142270759890595e+00 6.788757654685381726e-02 1.128978927216948369e+00
9.200407975724054666e+00 9.999999999939408468e-01 5.335142607994195485e-01 1.000144819566207932e+00 6.729193898253926776e-02 1.124041729982440341e+00
9.400034361202827426e+00 9.999999999908268933e-01 5.227668120428523579e-01 1.000147107875725139e+00 6.821278077874134982e-02 1.131080086543112539e+00
9.600206027716557955e+00 1.000000000008517631e+00 5.213587047348691161e-01 1.000149594203517678e+00 6.942470716264764752e-02 1.141860398464674020e+00
9.800051555584319729e+00 1.000000000003751666e+00 5.201253769910385572e-01 1.000151871267628279e+00 7.144641081905034330e-02 1.154994625165094213e+00
1.000000000000000000e+01 9.999999999961453057e-01 5.283649043811341484e-01 1.000154314598863836e+00 7.241868875180186571e-02 1.164036236390450174e+00
