# time density mach_number sound_speed magnetic_energy_density magnetic_field_magnitude
3.200083957297870096e+00 9.999999999988595789e-01 5.574735403278433532e-01 1.000097879377275456e+00 1.016031390201490858e-01 1.405407706876357299e+00
3.400315191816504434e+00 1.000000000002810197e+00 5.538519729301051298e-01 1.000100879883801586e+00 1.030093759497899969e-01 1.417676381869451552e+00
3.600333136009932211e+00 9.999999999951700858e-01 5.471110431667596252e-01 1.000104072184297754e+00 1.015542829562455507e-01 1.408303100495960303e+00
3.800025881228251912e+00 1.000000000016179058e+00 5.407466957220573578e-01 1.000107059809847376e+00 1.027463855819724242e-01 1.416311488567709276e+00
4.000287220464549875e+00 1.000000000000014211e+00 5.312309032004507436e-01 1.000109920892104043e+00 1.039977655928450151e-01 1.426399178064765350e+00
4.200355221399618699e+00 9.999999999975504039e-01 5.256000427757535620e-01 1.000112725251264045e+00 1.049890620370485944e-01 1.437206373964319939e+00
4.400075741029840337e+00 1.000000000001312728e+00 5.247957648077087311e-01 1.000115492074229895e+00 1.048447547288433174e-01 1.431639027569374001e+00
4.600208730539051771e+00 1.000000000000956568e+00 5.225396242426429971e-01 1.000118370522866007e+00 1.035514253608285362e-01 1.421748790728806666e+00
4.800178526108743071e+00 9.999999999916244775e-01 5.225274851276549004e-01 1.000121091669758044e+00 1.002380312615353958e-01 1.398949346246255443e+00
5.000131353059066974e+00 1.000000000000042633e+00 5.229586520814784034e-01 1.000123747753924208e+00 9.685679376786202055e-02 1.375539622598683120e+00
5.200303641420712886e+00 1.000000000006771472e+00 5.229199330545764024e-01 1.000126331129914670e+00 9.333260883270873276e-02 1.348913452475337449e+00
5.400065727252647996e+00 9.999999999849098486e-01 5.163267673757758747e-01 1.000128740098294777e+00 9.474521172121275203e-02 1.355802718875604551e+00
5.600263235969038078e+00 9.999999999908322224e-01 5.201944167095526872e-01 1.000131097948572911e+00 9.783591514153273938e-02 1.377678873549912808e+00
5.800059005336086315e+00 1.000000000008084200e+00 5.188095350802877093e-01 1.000133607187023266e+00 1.010197828906888029e-01 1.399914694767263379e+00
6.000256611368984139e+00 9.999999999920845539e-01 5.130555510245092821e-01 1.000136229339113170e+00 1.010565266474384993e-01 1.401369915018685353e+00
6.200001099213014122e+00 1.000000000012283508e+00 5.175883871796221891e-01 1.000138895913976311e+00 9.871923398561260887e-02 1.386489505989125792e+00
6.400048762532225766e+00 1.000000000006261658e+00 5.259710476944614577e-01 1.000141626245746762e+00 9.784043834214450897e-02 1.382023301703410256e+00
6.600002625887722019e+00 9.999999999933510964e-01 5.354285187433205362e-01 1.000144352154872074e+00 9.756459801674308152e-02 1.379472992885082627e+00
6.800081212197166991e+00 1.000000000000159872e+00 5.446392289303694234e-01 1.000147081260326365e+00 9.678700281426409757e-02 1.372381255243169340e+00
7.000018781743340135e+00 9.999999999939657158e-01 5.535963223835798086e-01 1.000150031429338782e+00 9.569111943957192556e-02 1.366359033683294921e+00
7.200129308248655491e+00 9.999999999898712133e-01 5.607363914727984122e-01 1.000152947288232674e+00 9.665442262596667111e-02 1.373576728846896300e+00
7.400296376767750317e+00 9.999999999961151076e-01 5.673192429284339422e-01 1.000155917178867648e+00 9.785141498768182289e-02 1.378913630710164595e+00
7.600143210785818226e+00 1.000000000015315749e+00 5.698022380599654380e-01 1.000159028414649320e+00 9.781290269787569491e-02 1.379335292286139936e+00
7.800157151998209137e+00 1.000000000003582912e+00 5.616657011681539524e-01 1.000162131742992955e+00 9.612780662001024767e-02 1.369603776565730735e+00
8.000075932247822763e+00 1.000000000010098589e+00 5.498334030722239474e-01 1.000165141078457109e+00 9.404666743832486298e-02 1.350825195222345787e+00
8.200026294857465814e+00 1.000000000010071943e+00 5.406203355652740017e-01 1.000168196741072046e+00 9.041548736652821328e-02 1.320345997328937981e+00
8.400037563931148199e+00 1.000000000010045298e+00 5.412818187919435919e-01 1.000171225403154507e+00 8.664755584141262124e-02 1.294743363325249197e+00
8.600055929239012187e+00 1.000000000002506440e+00 5.398154315843405326e-01 1.000173992277174628e+00 8.553952174527393315e-02 1.284812719490609378e+00
8.800200644606281486e+00 1.000000000005607959e+00 5.418379116229105064e-01 1.000176672629489394e+00 8.538027192204442062e-02 1.281545794214629774e+00
9.000196855483858727e+00 1.000000000009125145e+00 5.515500076120394279e-01 1.000179334409339926e+00 8.630175199060850788e-02 1.285357705518181293e+00
9.200336441944171995e+00 9.999999999991793231e-01 5.628031536882136532e-01 1.000182075461282905e+00 8.568243253097629353e-02 1.284092876433401420e+00
9.400079402125602002e+00 9.999999999968469666e-01 5.613034264923870698e-01 1.000184983132790917e+00 8.445799129909613290e-02 1.272482747816242599e+00
9.600071796679049640e+00 9.999999999981419307e-01 5.547659673850300344e-01 1.000187852459566651e+00 8.465992875307418175e-02 1.273781545346300836e+00
9.800071874684926243e+00 9.999999999990407673e-01 5.471094321290984608e-01 1.000190775687306743e+00 8.392569072046310308e-02 1.266125475670333067e+00
1.000000000000000000e+01 1.000000000005973888e+00 5.472316491872155630e-01 1.000193678164527977e+00 8.144619179803062881e-02 1.247104316633765198e+00
